index:ID,Disease_Name,:LABEL
ETCM_disease_id_3365,Premature Osteoarthritis,disease
ETCM_disease_id_3366,Premature Ovarian Insufficiency,disease
ETCM_disease_id_3367,Premature Pubarche,disease
ETCM_disease_id_3368,Prematurely Aged Appearance,disease
ETCM_disease_id_3369,Prenatal Maternal Abnormality,disease
ETCM_disease_id_3370,Presacral Teratoma,disease
ETCM_disease_id_3371,Presenile Cataracts,disease
ETCM_disease_id_3372,Presyncope,disease
ETCM_disease_id_3373,Pretibial Blistering,disease
ETCM_disease_id_3374,Primary Adrenal Insufficiency,disease
ETCM_disease_id_3375,Primary Amenorrhea,disease
ETCM_disease_id_3376,Primary Biliary Cirrhosis,disease
ETCM_disease_id_3377,Primary Congenital Glaucoma,disease
ETCM_disease_id_3378,Primary Gonadal Insufficiency,disease
ETCM_disease_id_3379,Primary Hyperparathyroidism,disease
ETCM_disease_id_3380,Primary Hypothyroidism,disease
ETCM_disease_id_3381,Primary Peritoneal Carcinoma,disease
ETCM_disease_id_3382,Primary Pulmonary Hypertension,disease
ETCM_disease_id_3383,Primitive Reflex,disease
ETCM_disease_id_3384,Profound Global Developmental Delay,disease
ETCM_disease_id_3385,Profound Hearing Impairment,disease
ETCM_disease_id_3386,Profound Sensorineural Hearing Impairment,disease
ETCM_disease_id_3387,Profound Static Encephalopathy,disease
ETCM_disease_id_3388,Profuse Pigmented Skin Lesions,disease
ETCM_disease_id_3389,Progeroid Facial Appearance,disease
ETCM_disease_id_3390,Progressive Alopecia,disease
ETCM_disease_id_3391,Progressive Calcification Of Costochondral Cartilage,disease
ETCM_disease_id_3392,Progressive Cataract,disease
ETCM_disease_id_3393,Progressive Cerebellar Ataxia,disease
ETCM_disease_id_3394,Progressive Choreoathetosis,disease
ETCM_disease_id_3395,Progressive Conductive Hearing Impairment,disease
ETCM_disease_id_3396,Progressive Distal Muscle Weakness,disease
ETCM_disease_id_3397,Progressive Distal Muscular Atrophy,disease
ETCM_disease_id_3398,Progressive Encephalopathy,disease
ETCM_disease_id_3399,Progressive External Ophthalmoplegia,disease
ETCM_disease_id_3400,Progressive Extrapyramidal Muscular Rigidity,disease
ETCM_disease_id_3401,Progressive Flexion Contractures,disease
ETCM_disease_id_3402,Progressive Forgetfulness,disease
ETCM_disease_id_3403,Progressive Gait Ataxia,disease
ETCM_disease_id_3404,Progressive Hyperpigmentation,disease
ETCM_disease_id_3405,Progressive Hypotrichosis,disease
ETCM_disease_id_3406,Progressive Inability To Walk,disease
ETCM_disease_id_3407,Progressive Inspiratory Stridor,disease
ETCM_disease_id_3408,Progressive Language Deterioration,disease
ETCM_disease_id_3409,Progressive Leukoencephalopathy,disease
ETCM_disease_id_3410,Progressive Muscle Weakness,disease
ETCM_disease_id_3411,Progressive Neurologic Deterioration,disease
ETCM_disease_id_3412,Progressive Night Blindness,disease
ETCM_disease_id_3413,Progressive Ophthalmoplegia,disease
ETCM_disease_id_3414,Progressive Peripheral Neuropathy,disease
ETCM_disease_id_3415,Progressive Proximal Muscle Weakness,disease
ETCM_disease_id_3416,Progressive Psychomotor Deterioration,disease
ETCM_disease_id_3417,Progressive Pulmonary Function Impairment,disease
ETCM_disease_id_3418,Progressive Reticulate Hyperpigmentation,disease
ETCM_disease_id_3419,Progressive Sensorineural Hearing Impairment,disease
ETCM_disease_id_3420,Progressive Spastic Paraparesis,disease
ETCM_disease_id_3421,Progressive Spastic Paraplegia,disease
ETCM_disease_id_3422,Progressive Spastic Quadriplegia,disease
ETCM_disease_id_3423,Progressive Spasticity,disease
ETCM_disease_id_3424,Progressive Truncal Ataxia,disease
ETCM_disease_id_3425,Progressive Visual Loss,disease
ETCM_disease_id_3426,Progressive Vitiligo,disease
ETCM_disease_id_3427,Projectile Vomiting,disease
ETCM_disease_id_3428,Prolactin Deficiency,disease
ETCM_disease_id_3429,Prolactinoma,disease
ETCM_disease_id_3430,Proliferative Diseases,disease
ETCM_disease_id_3431,Proliferative Vascular Diseases,disease
ETCM_disease_id_3432,Proliferative Vitreoretinopathy,disease
ETCM_disease_id_3433,Prolinuria,disease
ETCM_disease_id_3434,Prolonged Bleeding After Dental Extraction,disease
ETCM_disease_id_3435,Prolonged Bleeding After Surgery,disease
ETCM_disease_id_3436,Prolonged Bleeding Time,disease
ETCM_disease_id_3437,Prolonged Brainstem Auditory Evoked Potentials,disease
ETCM_disease_id_3438,Prolonged G2 Phase Of Cell Cycle,disease
ETCM_disease_id_3439,Prolonged Partial Thromboplastin Time,disease
ETCM_disease_id_3440,Prolonged Prothrombin Time,disease
ETCM_disease_id_3441,Prolonged Whole-Blood Clotting Time,disease
ETCM_disease_id_3442,Prominent Superficial Blood Vessels,disease
ETCM_disease_id_3443,Propionyl-Coa Carboxylase Deficiency,disease
ETCM_disease_id_3444,Proptosis,disease
ETCM_disease_id_3445,Prostate Cancer,disease
ETCM_disease_id_3446,Prostate Diseases,disease
ETCM_disease_id_3447,Prostatic Neoplasms,disease
ETCM_disease_id_3448,Prostatitis,disease
ETCM_disease_id_3449,Protein-Losing Enteropathy,disease
ETCM_disease_id_3450,Protein Avoidance,disease
ETCM_disease_id_3451,Protein C Deficiency,disease
ETCM_disease_id_3452,Proteinuria,disease
ETCM_disease_id_3453,Protracted Diarrhea,disease
ETCM_disease_id_3454,Protuberances At Ends Of Long Bones,disease
ETCM_disease_id_3455,Proximal Amyotrophy,disease
ETCM_disease_id_3456,Proximal Femoral Epiphysiolysis,disease
ETCM_disease_id_3457,Proximal Lower Limb Amyotrophy,disease
ETCM_disease_id_3458,Proximal Muscle Weakness,disease
ETCM_disease_id_3459,Proximal Muscle Weakness In Lower Limbs,disease
ETCM_disease_id_3460,Proximal Muscle Weakness In Upper Limbs,disease
ETCM_disease_id_3461,Proximal Renal Tubular Acidosis,disease
ETCM_disease_id_3462,Proximal Upper Limb Amyotrophy,disease
ETCM_disease_id_3463,Prune Belly,disease
ETCM_disease_id_3464,Pruritus,disease
ETCM_disease_id_3465,Pruritus In Chronic Liver Disease,disease
ETCM_disease_id_3466,Pseudobulbar Behavioral Symptoms,disease
ETCM_disease_id_3467,Pseudobulbar Paralysis,disease
ETCM_disease_id_3468,Pseudobulbar Signs,disease
ETCM_disease_id_3469,Pseudohypoaldosteronism,disease
ETCM_disease_id_3470,Pseudohypoparathyroidism,disease
ETCM_disease_id_3471,Psoriasiform Dermatitis,disease
ETCM_disease_id_3472,Psoriasis,disease
ETCM_disease_id_3473,Psoriatic Disorders,disease
ETCM_disease_id_3474,Psychiatric Illness,disease
ETCM_disease_id_3475,Psychomotor Deterioration,disease
ETCM_disease_id_3476,Psychomotor Retardation,disease
ETCM_disease_id_3477,Psychosis,disease
ETCM_disease_id_3478,Psychotic Disorders,disease
ETCM_disease_id_3479,Psychotic Episodes,disease
ETCM_disease_id_3480,Psychotic Mentation,disease
ETCM_disease_id_3481,Pterygium Of Nails,disease
ETCM_disease_id_3482,Pulmonary Arterial Hypertension,disease
ETCM_disease_id_3483,Pulmonary Artery Aneurysm,disease
ETCM_disease_id_3484,Pulmonary Artery Vasoconstriction,disease
ETCM_disease_id_3485,Pulmonary Aterial Intimal Fibrosis,disease
ETCM_disease_id_3486,Pulmonary Capillary Hemangiomatosis,disease
ETCM_disease_id_3487,Pulmonary Carcinoid Tumor,disease
ETCM_disease_id_3488,Pulmonary Disease,disease
ETCM_disease_id_3489,Pulmonary Edema,disease
ETCM_disease_id_3490,Pulmonary Embolism,disease
ETCM_disease_id_3491,Pulmonary Fibrosis,disease
ETCM_disease_id_3492,Pulmonary Hemorrhage,disease
ETCM_disease_id_3493,Pulmonary Hypertension,disease
ETCM_disease_id_3494,Pulmonary Infiltrates,disease
ETCM_disease_id_3495,Pulmonary Lymphangiomyomatosis,disease
ETCM_disease_id_3496,Pulmonary Venous Occlusion,disease
ETCM_disease_id_3497,Pulsatile Tinnitus,disease
ETCM_disease_id_3498,Pulverulent Cataract,disease
ETCM_disease_id_3499,Punctate Cataract,disease
ETCM_disease_id_3500,Punctate Keratitis,disease
ETCM_disease_id_3501,Punctate Vasculitis Skin Lesions,disease
ETCM_disease_id_3502,Purpura,disease
ETCM_disease_id_3503,Pustule,disease
ETCM_disease_id_3504,Pyelonephritis,disease
ETCM_disease_id_3505,Pyloric Stenosis,disease
ETCM_disease_id_3506,Pyoderma,disease
ETCM_disease_id_3507,Pyoderma Gangrenosum,disease
ETCM_disease_id_3508,Pyresis,disease
ETCM_disease_id_3509,Pyridoxine-Responsive Sideroblastic Anemia,disease
ETCM_disease_id_3510,Pyrimidine-Responsive Megaloblastic Anemia,disease
ETCM_disease_id_3511,Pyropoikilocytosis,disease
ETCM_disease_id_3512,Quadriceps Muscle Atrophy,disease
ETCM_disease_id_3513,Quadriceps Muscle Weakness,disease
ETCM_disease_id_3514,Radial Head Subluxation,disease
ETCM_disease_id_3515,Radiation Enteropathy,disease
ETCM_disease_id_3516,Radioulnar Synostosis,disease
ETCM_disease_id_3517,Ragged-Red Muscle Fibers,disease
ETCM_disease_id_3518,Rapid Neurologic Deterioration,disease
ETCM_disease_id_3519,Rapidly Progressive,disease
ETCM_disease_id_3520,Ras-Dependent Tumourigenesis,disease
ETCM_disease_id_3521,Raynaud's Syndrome,disease
ETCM_disease_id_3522,Raynaud Phenomenon,disease
ETCM_disease_id_3523,Reactive Hypoglycemia,disease
ETCM_disease_id_3524,Receptive Language Delay,disease
ETCM_disease_id_3525,Rectal Abscess,disease
ETCM_disease_id_3526,Rectal Prolapse,disease
ETCM_disease_id_3527,Rectilinear Intracellular Accumulation Of Autofluorescent Lipopigment Storage Material,disease
ETCM_disease_id_3528,Rectovaginal Fistula,disease
ETCM_disease_id_3529,Recurrent,disease
ETCM_disease_id_3530,Recurrent Abscess Formation,disease
ETCM_disease_id_3531,Recurrent Aphthous Stomatitis,disease
ETCM_disease_id_3532,Recurrent Aspergillus Infections,disease
ETCM_disease_id_3533,Recurrent Aspiration Pneumonia,disease
ETCM_disease_id_3534,Recurrent Bacterial Infections,disease
ETCM_disease_id_3535,Recurrent Bacterial Meningitis,disease
ETCM_disease_id_3536,Recurrent Bacterial Skin Infections,disease
ETCM_disease_id_3537,Recurrent Bronchiolitis,disease
ETCM_disease_id_3538,Recurrent Bronchitis,disease
ETCM_disease_id_3539,Recurrent Bronchopulmonary Infections,disease
ETCM_disease_id_3540,Recurrent Burkholderia Cepacia Infections,disease
ETCM_disease_id_3541,Recurrent Candida Infections,disease
ETCM_disease_id_3542,Recurrent Cerebral Hemorrhage,disease
ETCM_disease_id_3543,Recurrent Corneal Erosions,disease
ETCM_disease_id_3544,Recurrent Cutaneous Abscess Formation,disease
ETCM_disease_id_3545,Recurrent Deep Vein Thrombosis,disease
ETCM_disease_id_3546,Recurrent Depression,disease
ETCM_disease_id_3547,Recurrent E. Coli Infections,disease
ETCM_disease_id_3548,Recurrent Ear Infections,disease
ETCM_disease_id_3549,Recurrent Encephalopathy,disease
ETCM_disease_id_3550,Recurrent Enteroviral Infections,disease
ETCM_disease_id_3551,Recurrent Fractures,disease
ETCM_disease_id_3552,Recurrent Fungal Infections,disease
ETCM_disease_id_3553,Recurrent Gastroenteritis,disease
ETCM_disease_id_3554,Recurrent Gram-Negative Bacterial Infections,disease
ETCM_disease_id_3555,Recurrent Haemophilus Influenzae Infections,disease
ETCM_disease_id_3556,Recurrent Hypoglycemia,disease
ETCM_disease_id_3557,Recurrent Infection Of The Gastrointestinal Tract,disease
ETCM_disease_id_3558,Recurrent Infections,disease
ETCM_disease_id_3559,Recurrent Infections Due To Aspiration,disease
ETCM_disease_id_3560,Recurrent Infections In Infancy And Early Childhood,disease
ETCM_disease_id_3561,Recurrent Infections Of The Middle Ear,disease
ETCM_disease_id_3562,Recurrent Intrapulmonary Hemorrhage,disease
ETCM_disease_id_3563,Recurrent Klebsiella Infections,disease
ETCM_disease_id_3564,Recurrent Loss Of Toenails And Fingernails,disease
ETCM_disease_id_3565,Recurrent Lower Respiratory Tract Infections,disease
ETCM_disease_id_3566,Recurrent Mandibular Subluxations,disease
ETCM_disease_id_3567,Recurrent Meningitis,disease
ETCM_disease_id_3568,Recurrent Meningococcal Disease,disease
ETCM_disease_id_3569,Recurrent Mycobacterial Infections,disease
ETCM_disease_id_3570,Recurrent Mycobacterium Avium Complex Infections,disease
ETCM_disease_id_3571,Recurrent Neisserial Infections,disease
ETCM_disease_id_3572,Recurrent Opportunistic Infections,disease
ETCM_disease_id_3573,Recurrent Otitis Media,disease
ETCM_disease_id_3574,Recurrent Pancreatitis,disease
ETCM_disease_id_3575,Recurrent Paroxysmal Headache,disease
ETCM_disease_id_3576,Recurrent Pharyngitis,disease
ETCM_disease_id_3577,Recurrent Pneumonia,disease
ETCM_disease_id_3578,Recurrent Protozoan Infections,disease
ETCM_disease_id_3579,Recurrent Respiratory Infections,disease
ETCM_disease_id_3580,Recurrent Serratia Marcescens Infections,disease
ETCM_disease_id_3581,Recurrent Singultus,disease
ETCM_disease_id_3582,Recurrent Sinopulmonary Infections,disease
ETCM_disease_id_3583,Recurrent Sinusitis,disease
ETCM_disease_id_3584,Recurrent Spontaneous Abortion,disease
ETCM_disease_id_3585,Recurrent Staphylococcal Infections,disease
ETCM_disease_id_3586,Recurrent Staphylococcus Aureus Infections,disease
ETCM_disease_id_3587,Recurrent Streptococcus Pneumoniae Infections,disease
ETCM_disease_id_3588,Recurrent Systemic Pyogenic Infections,disease
ETCM_disease_id_3589,Recurrent Thromboembolism,disease
ETCM_disease_id_3590,Recurrent Thrombophlebitis,disease
ETCM_disease_id_3591,Recurrent Upper And Lower Respiratory Tract Infections,disease
ETCM_disease_id_3592,Recurrent Upper Respiratory Tract Infections,disease
ETCM_disease_id_3593,Recurrent Urinary Tract Infections,disease
ETCM_disease_id_3594,Recurrent Viral Infections,disease
ETCM_disease_id_3595,Recurrent Vulvovaginal Candidiasis,disease
ETCM_disease_id_3596,Red-Green Dyschromatopsia,disease
ETCM_disease_id_3597,Red Hair,disease
ETCM_disease_id_3598,Reduced Alpha/Beta Synthesis Ratio,disease
ETCM_disease_id_3599,Reduced Antithrombin Iii Activity,disease
ETCM_disease_id_3600,Reduced Beta/Alpha Synthesis Ratio,disease
ETCM_disease_id_3601,Reduced Bone Mineral Density,disease
ETCM_disease_id_3602,Reduced Catalase Activity,disease
ETCM_disease_id_3603,Reduced Coagulation Factor V Activity,disease
ETCM_disease_id_3604,Reduced Consciousness/Confusion,disease
ETCM_disease_id_3605,Reduced Delayed Hypersensitivity,disease
ETCM_disease_id_3606,"Reduced Erythrocyte 2,3-Diphosphoglycerate Concentration",disease
ETCM_disease_id_3607,Reduced Factor Ix Activity,disease
ETCM_disease_id_3608,Reduced Factor Vii Activity,disease
ETCM_disease_id_3609,Reduced Factor Viii Activity,disease
ETCM_disease_id_3610,Reduced Factor X Activity,disease
ETCM_disease_id_3611,Reduced Factor Xi Activity,disease
ETCM_disease_id_3612,Reduced Factor Xii Activity,disease
ETCM_disease_id_3613,Reduced Factor Xiii Activity,disease
ETCM_disease_id_3614,Reduced Insulin Like Growth Factor Binding Protein Acid Labile Subunit Level,disease
ETCM_disease_id_3615,Reduced Intraabdominal Adipose Tissue,disease
ETCM_disease_id_3616,Reduced Intrathoracic Adipose Tissue,disease
ETCM_disease_id_3617,Reduced Lymphocyte Surface Expression Of Cd43,disease
ETCM_disease_id_3618,Reduced Muscle Carnitine Level,disease
ETCM_disease_id_3619,Reduced Natural Killer Cell Activity,disease
ETCM_disease_id_3620,Reduced Orotidine 5-Prime Phosphate Decarboxylase Activity,disease
ETCM_disease_id_3621,Reduced Pancreatic Beta Cells,disease
ETCM_disease_id_3622,Reduced Protein C Activity,disease
ETCM_disease_id_3623,Reduced Protein S Activity,disease
ETCM_disease_id_3624,Reduced Prothrombin Activity,disease
ETCM_disease_id_3625,Reduced Prothrombin Consumption,disease
ETCM_disease_id_3626,Reduced Red Cell Adenosine Deaminase Activity,disease
ETCM_disease_id_3627,Reduced Red Cell Pyruvate Kinase Activity,disease
ETCM_disease_id_3628,Reduced Sperm Motility,disease
ETCM_disease_id_3629,Reduced Subcutaneous Adipose Tissue,disease
ETCM_disease_id_3630,Reduced Visual Acuity,disease
ETCM_disease_id_3631,Reduced Vital Capacity,disease
ETCM_disease_id_3632,Reduced Von Willebrand Factor Activity,disease
ETCM_disease_id_3633,Reduced Xanthine Dehydrogenase Activity,disease
ETCM_disease_id_3634,Reduction Of Neutrophil Motility,disease
ETCM_disease_id_3635,Refractory Anemia,disease
ETCM_disease_id_3636,Refractory Anemia With Ringed Sideroblasts,disease
ETCM_disease_id_3637,Refractory Cutaneous T-Cell Lymphoma,disease
ETCM_disease_id_3638,Refractory Hematological Malignancies,disease
ETCM_disease_id_3639,Refractory Indolent Non-Hodgkin's Lymphoma,disease
ETCM_disease_id_3640,Refractory Macrocytic Anemia,disease
ETCM_disease_id_3641,Refractory Metastatic Solid Tumors,disease
ETCM_disease_id_3642,Refractory Partial Epilepsy,disease
ETCM_disease_id_3643,Refractory Renal Cell Carcinoma,disease
ETCM_disease_id_3644,Refractory Solid Tumors,disease
ETCM_disease_id_3645,Regional Abnormality Of Skin,disease
ETCM_disease_id_3646,Relapsing-Remitting Multiple Sclerosis,disease
ETCM_disease_id_3647,Renal Agenesis,disease
ETCM_disease_id_3648,Renal Aminoaciduria,disease
ETCM_disease_id_3649,Renal Amyloidosis,disease
ETCM_disease_id_3650,Renal Angiomyolipoma,disease
ETCM_disease_id_3651,Renal Artery Stenosis,disease
ETCM_disease_id_3652,Renal Calcium Wasting,disease
ETCM_disease_id_3653,Renal Cell Carcinoma,disease
ETCM_disease_id_3654,Renal Colic Pain,disease
ETCM_disease_id_3655,Renal Cortical Adenoma,disease
ETCM_disease_id_3656,Renal Cortical Atrophy,disease
ETCM_disease_id_3657,Renal Corticomedullary Cysts,disease
ETCM_disease_id_3658,Renal Diseases,disease
ETCM_disease_id_3659,Renal Dysplasia,disease
ETCM_disease_id_3660,Renal Failure,disease
ETCM_disease_id_3661,Renal Fanconi Syndrome,disease
ETCM_disease_id_3662,Renal Fibrosis,disease
ETCM_disease_id_3663,Renal Hamartoma,disease
ETCM_disease_id_3664,Renal Hypoplasia,disease
ETCM_disease_id_3665,Renal Hypoplasia/Aplasia,disease
ETCM_disease_id_3666,Renal Inflammation,disease
ETCM_disease_id_3667,Renal Injury,disease
ETCM_disease_id_3668,Renal Insufficiency,disease
ETCM_disease_id_3669,Renal Ischemia-Reperfusion Injury,disease
ETCM_disease_id_3670,Renal Malrotation,disease
ETCM_disease_id_3671,Renal Neoplasm,disease
ETCM_disease_id_3672,Renal Sarcoma,disease
ETCM_disease_id_3673,Renal Transplant Rejection,disease
ETCM_disease_id_3674,Renal Tubular Acidosis,disease
ETCM_disease_id_3675,Renovascular Hypertension,disease
ETCM_disease_id_3676,Reperfusion Injury,disease
ETCM_disease_id_3677,Reperfusion Injury Following Acute Myocardial Infarction,disease
ETCM_disease_id_3678,Repetitive Compulsive Behavior,disease
ETCM_disease_id_3679,Reproductive Disorder,disease
ETCM_disease_id_3680,Resistance To Activated Protein C,disease
ETCM_disease_id_3681,Respiratory Acidosis,disease
ETCM_disease_id_3682,Respiratory Alkalosis,disease
ETCM_disease_id_3683,Respiratory Arrest,disease
ETCM_disease_id_3684,Respiratory Diseases,disease
ETCM_disease_id_3685,Respiratory Distress,disease
ETCM_disease_id_3686,Respiratory Distress Syndrome,disease
ETCM_disease_id_3687,Respiratory Failure,disease
ETCM_disease_id_3688,Respiratory Failure Requiring Assisted Ventilation,disease
ETCM_disease_id_3689,Respiratory Insufficiency,disease
ETCM_disease_id_3690,Respiratory Insufficiency Due To Muscle Weakness,disease
ETCM_disease_id_3691,Respiratory Paralysis,disease
ETCM_disease_id_3692,Respiratory Tract Infection,disease
ETCM_disease_id_3693,Resting Tremor,disease
ETCM_disease_id_3694,Restless Legs,disease
ETCM_disease_id_3695,Restlessness,disease
ETCM_disease_id_3696,Restricted Neck Movement Due To Contractures,disease
ETCM_disease_id_3697,Restrictive Deficit On Pulmonary Function Testing,disease
ETCM_disease_id_3698,Restrictive External Ophthalmoplegia,disease
ETCM_disease_id_3699,Restrictive Heart Failure,disease
ETCM_disease_id_3700,Restrictive Ventilatory Defect,disease
ETCM_disease_id_3701,Reticular Hyperpigmentation,disease
ETCM_disease_id_3702,Reticulate Pigmentation Of Oral Mucosa,disease
ETCM_disease_id_3703,Reticulated Skin Pigmentation,disease
ETCM_disease_id_3704,Reticulocytopenia,disease
ETCM_disease_id_3705,Reticulocytosis,disease
ETCM_disease_id_3706,Retinal Capillary Hemangioma,disease
ETCM_disease_id_3707,Retinal Degeneration,disease
ETCM_disease_id_3708,Retinal Detachment,disease
ETCM_disease_id_3709,Retinal Disorders,disease
ETCM_disease_id_3710,Retinal Fold,disease
ETCM_disease_id_3711,Retinal Hamartoma,disease
ETCM_disease_id_3712,Retinal Hemorrhage,disease
ETCM_disease_id_3713,Retinal Hole,disease
ETCM_disease_id_3714,Retinal Neovascularization,disease
ETCM_disease_id_3715,Retinal Vascular Proliferation,disease
ETCM_disease_id_3716,Retinitis Pigmentosa,disease
ETCM_disease_id_3717,Retinitis Pigmentosa Inversa,disease
ETCM_disease_id_3718,Retinoblastoma,disease
ETCM_disease_id_3719,Retinopathy,disease
ETCM_disease_id_3720,Retrocollis,disease
ETCM_disease_id_3721,Reye Syndrome-Like Episodes,disease
ETCM_disease_id_3722,Rhabdomyolysis,disease
ETCM_disease_id_3723,Rhabdomyosarcoma,disease
ETCM_disease_id_3724,Rheumatic Diseases,disease
ETCM_disease_id_3725,Rheumatoid Arthritis,disease
ETCM_disease_id_3726,Rheumatoid Factor Positive,disease
ETCM_disease_id_3727,Rhinitis,disease
ETCM_disease_id_3728,Rhinorrhea,disease
ETCM_disease_id_3729,Rickets,disease
ETCM_disease_id_3730,Rickets Of The Lower Limbs,disease
ETCM_disease_id_3731,Right Ventricular Cardiomyopathy,disease
ETCM_disease_id_3732,Rigidity,disease
ETCM_disease_id_3733,Risk Of Administering Penicillin,disease
ETCM_disease_id_3734,Rootless Teeth,disease
ETCM_disease_id_3735,Sacral Lipoma,disease
ETCM_disease_id_3736,Salivary Gland Neoplasm,disease
ETCM_disease_id_3737,Salivary Glands Cancer,disease
ETCM_disease_id_3738,Salmonella Osteomyelitis,disease
ETCM_disease_id_3739,Sarcoidosis,disease
ETCM_disease_id_3740,Sarcoma,disease
ETCM_disease_id_3741,Sarcopenia,disease
ETCM_disease_id_3742,Scanning Speech,disease
ETCM_disease_id_3743,Scapular Muscle Atrophy,disease
ETCM_disease_id_3744,Scapuloperoneal Amyotrophy,disease
ETCM_disease_id_3745,Scapuloperoneal Weakness,disease
ETCM_disease_id_3746,Scarring,disease
ETCM_disease_id_3747,Scarring Alopecia Of Scalp,disease
ETCM_disease_id_3748,Schistosomiasis,disease
ETCM_disease_id_3749,Schizophrenia,disease
ETCM_disease_id_3750,Schwannoma,disease
ETCM_disease_id_3751,Sciatica,disease
ETCM_disease_id_3752,Sclerocornea,disease
ETCM_disease_id_3753,Scleroderma,disease
ETCM_disease_id_3754,Sclerosing Cholangitis,disease
ETCM_disease_id_3755,Sclerosis Of Skull Base,disease
ETCM_disease_id_3756,Sclerotic Cranial Sutures,disease
ETCM_disease_id_3757,Scrapie,disease
ETCM_disease_id_3758,Scrotal Hypoplasia,disease
ETCM_disease_id_3759,Seasonal Allergic Rhinitis,disease
ETCM_disease_id_3760,Sebaceous Gland Carcinoma,disease
ETCM_disease_id_3761,Sebaceous Gland Disease,disease
ETCM_disease_id_3762,Seborrhea,disease
ETCM_disease_id_3763,Seborrheic Dermatitis,disease
ETCM_disease_id_3764,Seborrheic Keratosis,disease
ETCM_disease_id_3765,Secondary Amenorrhea,disease
ETCM_disease_id_3766,Secondary Growth Hormone Deficiency,disease
ETCM_disease_id_3767,Secondary Hyperparathyroidism,disease
ETCM_disease_id_3768,Secretory Diarrhea,disease
ETCM_disease_id_3769,Sedation,disease
ETCM_disease_id_3770,Segmental Myoclonic Seizures,disease
ETCM_disease_id_3771,Seizures,disease
ETCM_disease_id_3772,Seizures In Epilepsy,disease
ETCM_disease_id_3773,Seizures Of Lennox-Gastaut Syndrome,disease
ETCM_disease_id_3774,Selenium Deficiency,disease
ETCM_disease_id_3775,Self-Mutilation,disease
ETCM_disease_id_3776,Self-Mutilation Of Tongue And Lips Due To Involuntary Movements,disease
ETCM_disease_id_3777,Semilobar Holoprosencephaly,disease
ETCM_disease_id_3778,Senile Osteoporosis,disease
ETCM_disease_id_3779,Senile Plaques,disease
ETCM_disease_id_3780,Sensorineural Hearing Impairment,disease
ETCM_disease_id_3781,Sensorineural Hearing Loss (Disorder),disease
ETCM_disease_id_3782,Sensory Ataxia,disease
ETCM_disease_id_3783,Sensory Ataxic Neuropathy,disease
ETCM_disease_id_3784,Sensory Axonal Neuropathy,disease
ETCM_disease_id_3785,Sensory Impairment,disease
ETCM_disease_id_3786,Sepsis,disease
ETCM_disease_id_3787,Septic Arthritis,disease
ETCM_disease_id_3788,Septic Shock,disease
ETCM_disease_id_3789,Sertoli Cell Neoplasm,disease
ETCM_disease_id_3790,Severe Acute Respiratory Syndrome,disease
ETCM_disease_id_3791,Severe B Lymphocytopenia,disease
ETCM_disease_id_3792,Severe Carpal Ossification Delay,disease
ETCM_disease_id_3793,Severe Combined Immunodeficiency,disease
ETCM_disease_id_3794,Severe Coronary Heart Disease,disease
ETCM_disease_id_3795,Severe Expressive Language Delay,disease
ETCM_disease_id_3796,Severe Generalized Osteoporosis,disease
ETCM_disease_id_3797,Severe Hydrops Fetalis,disease
ETCM_disease_id_3798,Severe Hypertriglyceridemia,disease
ETCM_disease_id_3799,Severe Lactic Acidosis,disease
ETCM_disease_id_3800,Severe Muscular Hypotonia,disease
ETCM_disease_id_3801,Severe Periodontitis,disease
ETCM_disease_id_3802,Severe Photosensitivity,disease
ETCM_disease_id_3803,Severe Postnatal Growth Retardation,disease
ETCM_disease_id_3804,Severe Recurrent Varicella,disease
ETCM_disease_id_3805,Severe Sensorineural Hearing Impairment,disease
ETCM_disease_id_3806,Severe T-Cell Immunodeficiency,disease
ETCM_disease_id_3807,Severe Viral Infections,disease
ETCM_disease_id_3808,Sexual Arousal Disorders,disease
ETCM_disease_id_3809,Shawl Scrotum,disease
ETCM_disease_id_3810,Shionogi Carcinoma,disease
ETCM_disease_id_3811,Shivering,disease
ETCM_disease_id_3812,Short Attention Span,disease
ETCM_disease_id_3813,Short Bowel Syndrome,disease
ETCM_disease_id_3814,Short Lingual Frenulum,disease
ETCM_disease_id_3815,Short Stepped Shuffling Gait,disease
ETCM_disease_id_3816,Shortened Pr Interval,disease
ETCM_disease_id_3817,Shoulder Dislocation,disease
ETCM_disease_id_3818,Shoulder Flexion Contracture,disease
ETCM_disease_id_3819,Shoulder Girdle Muscle Atrophy,disease
ETCM_disease_id_3820,Shoulder Girdle Muscle Weakness,disease
ETCM_disease_id_3821,Shoulder Muscle Hypoplasia,disease
ETCM_disease_id_3822,Shuffling Gait,disease
ETCM_disease_id_3823,Sick Sinus Syndrome,disease
ETCM_disease_id_3824,Sideroblastic Anemia,disease
ETCM_disease_id_3825,Silver-Gray Hair,disease
ETCM_disease_id_3826,Simple Partial Occipital Seizures,disease
ETCM_disease_id_3827,Sinoatrial Node Dysfunction,disease
ETCM_disease_id_3828,Sinus Bradycardia,disease
ETCM_disease_id_3829,Sinus Tachycardia,disease
ETCM_disease_id_3830,Sinusitis,disease
ETCM_disease_id_3831,Sjogren's Syndrome,disease
ETCM_disease_id_3832,Skeletal Disorders,disease
ETCM_disease_id_3833,Skeletal Muscle Associated Spasticity,disease
ETCM_disease_id_3834,Skeletal Muscle Atrophy,disease
