症状,草药
"[113, 338]",[1100]
"[10, 113, 338]","[1067, 1100]"
[261],"[489, 1067, 1108]"
[196],"[817, 819, 907, 947, 979, 987, 1049, 1090, 1095, 1100]"
[242],"[599, 645, 662, 817, 819, 831, 835, 907, 910, 915, 936, 947, 964, 965, 1030, 1045, 1049, 1067, 1072]"
[160],"[1049, 1101, 1165]"
[262],"[543, 961]"
[14],"[794, 865, 893, 956]"
[274],"[805, 854, 865, 1044, 1174]"
[262],[1114]
[314],"[820, 897, 907, 1060, 1067]"
[314],"[882, 897, 907, 937, 1030, 1067, 1090]"
[242],"[599, 645, 662, 817, 819, 831, 835, 907, 910, 915, 936, 947, 964, 965, 1030, 1045, 1049, 1067, 1072]"
[314],"[655, 827, 1060]"
[314],"[1060, 1067]"
[314],"[653, 897, 915, 1060]"
[314],"[474, 643, 653, 1060]"
[262],"[543, 961]"
"[274, 290, 303, 346, 367]","[817, 820, 834, 836, 857, 894, 907, 937, 964, 1049, 1078, 1087, 1148, 1161]"
[305],"[834, 857, 937, 964]"
[305],"[771, 817, 857, 961, 964, 1090, 1100, 1107, 1148]"
[367],"[448, 469, 827, 1001, 1045, 1049]"
[295],"[827, 833, 897, 1120]"
[262],"[449, 850, 912, 913, 943]"
"[231, 294, 323]","[600, 857, 942, 987, 995, 1043, 1067, 1081, 1159]"
[231],"[812, 1042, 1066, 1067]"
[266],"[519, 528, 599, 620, 816, 817, 867, 925, 936, 994, 1031, 1056, 1067, 1089]"
"[80, 222]","[521, 816, 867, 880, 936, 1119]"
[306],"[549, 867]"
[319],"[867, 880, 882, 1049, 1174]"
[164],"[867, 894]"
"[193, 246]","[834, 1023]"
[306],"[456, 629, 867, 880, 974]"
[197],"[619, 644, 857, 858, 862, 867, 928, 953, 965, 1089, 1109, 1174]"
[266],"[593, 857, 858, 867, 928, 1061]"
[314],"[877, 1060]"
[165],"[836, 1001, 1133, 1189]"
[125],"[583, 593, 598, 602, 643, 652, 812, 816, 817, 865, 867, 868, 880, 898, 915, 936, 947, 1039, 1045, 1056, 1081]"
"[267, 283, 354, 357]","[654, 812, 868, 979, 994, 1044, 1056]"
[319],"[867, 880, 882, 1049, 1174]"
"[196, 352]","[474, 645, 868, 880, 907, 915, 936, 1030, 1039, 1045, 1056, 1060, 1067, 1191]"
[363],"[629, 813, 1001, 1056, 1065, 1066, 1067, 1078]"
[383],"[463, 829, 832, 834, 882, 936, 1049]"
[363],"[819, 823, 868, 907, 936, 994, 1045, 1049, 1056]"
[363],"[489, 829, 832, 880, 888, 894, 912, 994, 995, 996]"
[241],"[826, 828, 839, 1045, 1049, 1067]"
[363],"[629, 828, 832, 936, 1023, 1056, 1067]"
"[346, 363]","[1001, 1108]"
[241],"[628, 827, 831, 835, 868, 893, 898, 934, 935, 936, 957, 995, 1030]"
[236],"[816, 817, 987, 1049, 1056, 1101, 1165]"
"[267, 283, 354, 357]","[654, 812, 868, 979, 994, 1044, 1056]"
[353],"[819, 907, 987, 1049, 1056, 1100, 1101, 1165]"
[236],"[816, 907, 987, 1049, 1056, 1101]"
"[147, 367]","[777, 817]"
"[274, 348]","[964, 1047, 1049, 1101, 1159]"
[348],"[818, 1031, 1049, 1089, 1101, 1165]"
"[274, 348]","[964, 995, 1031, 1101, 1165]"
"[313, 346]","[820, 1049, 1101, 1159]"
[266],"[816, 836, 907, 1056, 1101, 1159]"
[246],"[818, 964, 1031, 1101]"
"[274, 348]","[818, 964, 1049, 1159]"
"[207, 282, 313, 346, 348]","[818, 1049, 1072, 1101, 1159]"
"[274, 348]","[820, 1031, 1049, 1089, 1101, 1165]"
[348],"[815, 818, 964, 1031, 1049, 1101, 1165]"
[348],"[815, 820, 834, 1031, 1049, 1089, 1101, 1165]"
"[274, 367]","[815, 818, 1031, 1049, 1089, 1101, 1165]"
"[274, 308, 348]","[818, 820, 964, 1031, 1049, 1101]"
[348],"[936, 947, 1044, 1045, 1049, 1056, 1101]"
[274],"[777, 867, 1049, 1067, 1101, 1159, 1165]"
"[274, 303, 308, 367]","[834, 907, 936, 1049, 1056, 1089, 1101, 1165]"
[303],"[620, 857, 908, 1001, 1049, 1056, 1153]"
"[266, 348]","[823, 894, 937, 1001, 1011, 1049, 1101, 1119]"
[266],"[816, 836, 907, 1056, 1101, 1159]"
[203],"[448, 815, 1030, 1045, 1067, 1078]"
"[246, 363]","[474, 606, 1072, 1090, 1159]"
[376],"[831, 934, 935, 936, 1001, 1045, 1049, 1165, 1167]"
[349],"[815, 831, 834, 836, 894, 907, 936, 964, 1031, 1049, 1090, 1148]"
[151],"[826, 828, 831, 832, 936, 1159]"
"[274, 348]","[1023, 1049]"
"[119, 217, 305, 367]","[451, 946, 1049, 1090, 1091, 1093, 1148]"
[369],"[817, 936, 1049, 1089, 1100, 1101]"
"[306, 367]","[817, 894, 907, 936, 1049, 1089, 1101]"
[348],"[815, 818, 964, 1031, 1049, 1101, 1165]"
[151],"[826, 894, 936, 1030, 1045, 1056, 1067, 1090, 1132]"
[348],"[936, 947, 1044, 1045, 1049, 1056, 1101]"
[274],"[777, 867, 1049, 1067, 1101, 1159, 1165]"
[367],"[448, 777, 813, 1085]"
[193],"[499, 1078]"
"[227, 330]","[423, 453, 537, 656, 662, 759, 776, 826, 834, 855, 936, 938, 964, 974, 995, 1049, 1090, 1119, 1120, 1125, 1132, 1171]"
[367],"[831, 862, 893, 1174]"
[227],"[662, 817, 819, 820, 964, 1049, 1067, 1100, 1148, 1153, 1159]"
"[266, 308, 349]","[537, 1120, 1165]"
[292],"[1089, 1119, 1132]"
[232],"[805, 862, 865, 912, 913, 1044]"
[227],"[1120, 1165]"
[341],"[965, 1120, 1165]"
[283],"[666, 818, 936, 1049, 1056, 1089, 1101]"
[232],"[662, 832, 857, 907, 937, 1030, 1049, 1056, 1067, 1148]"
[175],"[515, 519, 552, 749, 783, 785, 817, 823, 907, 937, 1100]"
[305],"[815, 817, 819, 907, 1091, 1095, 1101, 1161]"
[227],"[552, 783, 857, 964, 965, 1049, 1148]"
"[303, 306]","[834, 857, 907, 964, 1030, 1049, 1067, 1087, 1148]"
[200],"[817, 819, 1049, 1087, 1100, 1148]"
[338],"[853, 1049]"
[227],"[817, 961, 1049, 1087, 1100]"
[88],"[978, 979, 1021]"
[305],"[777, 836, 937, 964, 1049, 1100, 1148, 1153, 1167]"
"[252, 348]","[831, 832, 834, 836, 936, 965, 1049, 1167]"
"[14, 193]","[849, 850, 880, 927, 1015]"
"[57, 295, 352]","[827, 832, 897, 907, 936, 1030, 1045, 1049]"
[352],"[827, 897, 907, 936, 1030, 1045, 1049, 1067]"
[349],"[841, 936, 1049, 1078, 1153, 1173]"
[329],"[599, 817, 947, 994]"
[330],"[469, 828, 832, 839, 857, 867, 880, 882, 894, 897, 938, 964, 965, 1067, 1108, 1113, 1119]"
"[236, 286]","[1000, 1056, 1067, 1100]"
[266],"[424, 652, 1028, 1045, 1056, 1078]"
[363],"[1049, 1095]"
[151],"[826, 894, 936, 1030, 1045, 1056, 1067, 1090, 1132]"
"[363, 372, 383]","[457, 605, 699, 862, 864, 865, 868, 876, 886, 898, 938, 947, 987, 1001, 1044, 1101, 1119, 1151, 1176]"
"[135, 288, 363, 383]","[406, 457, 605, 795, 827, 864, 865, 868, 876, 886, 898, 947, 987, 1001, 1044, 1101, 1119, 1151]"
"[266, 353]","[818, 945, 948, 1030, 1093, 1095, 1165]"
[204],"[817, 929]"
[308],"[662, 964, 1023]"
"[266, 353]","[818, 945, 948, 1030, 1093, 1095, 1165]"
"[133, 288]","[749, 853, 1049, 1095]"
[274],"[666, 841, 961, 1107, 1149]"
[306],"[826, 873, 898, 987, 1019, 1055, 1067, 1090]"
[204],"[448, 671, 831, 853, 936, 1045, 1049, 1056]"
"[198, 314]","[448, 813, 925, 934, 935, 1001, 1045, 1049]"
[299],"[815, 910, 1030, 1049, 1067, 1100]"
[367],"[616, 834, 836, 894, 946, 964, 1049, 1089, 1093, 1101, 1165]"
[367],"[616, 675, 680, 783, 818, 831, 832, 834, 836, 880, 894, 936, 1049, 1153]"
[126],"[451, 818, 834, 836, 837, 840, 958, 1049, 1087, 1092, 1100, 1125, 1148]"
"[147, 303, 328, 348]","[817, 834, 894, 938, 964, 1005, 1049, 1078, 1089]"
"[212, 290]","[834, 839, 867, 958, 1030, 1049, 1067]"
[274],"[815, 817, 819, 820, 827, 1049, 1067, 1098]"
"[171, 290]","[818, 1045, 1067, 1095, 1101, 1165]"
[348],"[986, 994, 995, 1101]"
[266],"[621, 815, 868, 893, 908, 1030, 1067, 1090]"
"[261, 286]","[429, 815, 826, 827, 828, 880, 882, 884, 893, 894, 897, 907, 936, 964, 1028, 1030, 1049, 1067, 1132]"
"[156, 214, 308, 372]","[815, 893, 911, 936, 1030, 1045, 1049, 1067, 1090]"
[237],"[662, 832, 897, 907, 909, 936, 1027, 1028, 1031, 1045, 1049, 1132]"
[247],"[713, 815, 882, 897, 964, 1031, 1120]"
[367],"[616, 675, 680, 783, 818, 831, 832, 834, 836, 880, 894, 936, 1049, 1153]"
"[303, 308]","[666, 742, 771, 820, 834, 937, 1165, 1167]"
[71],"[475, 909, 917, 918, 964, 1031, 1119, 1132, 1148, 1165]"
[370],"[519, 783, 1031, 1049, 1095, 1148]"
[377],"[499, 815, 817, 964, 966, 1031]"
[227],"[413, 742, 765, 1031]"
[370],"[756, 783, 964, 1031, 1090, 1148]"
"[179, 386]","[713, 815, 857, 964, 1031, 1171]"
"[211, 218, 303, 308, 328]","[771, 818, 961, 1031, 1078, 1148, 1161]"
[262],"[590, 644, 657, 816, 817, 827, 910, 954, 958, 964, 965, 978, 979, 983, 987, 1031, 1049, 1091, 1095, 1100, 1119, 1148]"
[262],"[805, 912, 913]"
"[274, 303]","[815, 817, 819, 857, 907, 964, 1067, 1091, 1095, 1100, 1101, 1148, 1161]"
[348],"[817, 819, 820, 824, 827, 828, 832, 884, 894, 907, 964, 987, 1027, 1028, 1095, 1165]"
"[104, 147, 165, 306, 344, 357, 367]","[832, 857, 867, 868, 880, 882, 894, 897, 965, 1049, 1067, 1119, 1135]"
[367],"[815, 832, 834, 907, 912, 913, 1049, 1056]"
[220],"[749, 834, 836, 884, 908, 916, 937, 1148, 1161]"
[367],"[448, 833, 834, 839, 857, 964, 965, 1016, 1089, 1165]"
[227],"[815, 831, 832, 964, 1031, 1049]"
[95],"[588, 832, 936, 1005, 1045, 1173]"
"[207, 274, 308, 345, 383]","[825, 834, 893, 894, 934, 1028, 1089, 1090, 1091, 1148]"
"[197, 206]","[540, 805, 857, 864, 865, 962, 1181]"
[295],"[783, 857, 894, 1045, 1049, 1056, 1067, 1153]"
"[138, 242]","[947, 983, 1001, 1045, 1049, 1060, 1067, 1072]"
[262],"[590, 644, 657, 816, 817, 827, 910, 954, 958, 964, 965, 978, 979, 983, 987, 1031, 1049, 1091, 1095, 1100, 1119, 1148]"
"[14, 286, 306, 372]","[934, 936, 1045]"
[360],"[756, 783, 857, 936, 964, 1005, 1049, 1119, 1173]"
[308],"[777, 815, 1049, 1056, 1132]"
[308],"[749, 857, 1049, 1148, 1165, 1167]"
"[328, 348]","[776, 815, 818, 819, 834, 964, 1031, 1049, 1095, 1165]"
"[133, 274, 315, 348]","[818, 1023, 1097]"
"[88, 197, 200, 262]","[590, 865, 866, 888, 912, 913, 967, 978, 979, 1023, 1067, 1097, 1119, 1122, 1132, 1138, 1148, 1181, 1182]"
[95],"[588, 832, 936, 1005, 1045, 1173]"
"[274, 369]","[436, 865, 898, 928, 938, 1120, 1174]"
[319],"[898, 912, 928, 938, 1120, 1174]"
[246],"[891, 928, 938, 971, 1120, 1175]"
[276],"[602, 936, 987, 1023]"
[294],"[1066, 1067, 1069]"
[308],"[865, 960, 962, 1120, 1163]"
"[286, 306]","[826, 1023, 1049]"
[367],"[650, 834, 835, 1049, 1078, 1090]"
[369],"[739, 783, 817, 819, 862, 865, 907, 947, 1044, 1049, 1067, 1101, 1119, 1151, 1171]"
[110],"[683, 817, 953, 958, 967, 1049, 1090, 1091, 1100]"
[377],"[826, 827, 832, 834, 884, 897, 907, 1026, 1028, 1132]"
[319],"[549, 605, 1011, 1067]"
"[290, 313, 348, 367]","[675, 834, 1049, 1090, 1100, 1101]"
"[203, 388]","[531, 535, 832, 915, 943, 1078, 1130, 1165, 1167]"
[278],"[841, 929, 1090, 1145, 1165, 1167]"
[328],"[632, 828, 1005, 1148]"
"[203, 266]","[445, 586, 831, 857, 936, 994, 1030, 1049, 1056, 1166]"
"[211, 247, 306, 307, 357, 358, 383]","[817, 834, 835, 862, 911, 958, 964, 1030, 1049, 1067, 1090, 1091, 1132, 1165]"
[286],"[629, 832]"
[29],"[713, 832, 834, 897, 909, 910, 1067]"
[164],"[826, 832, 839, 936, 995, 1045, 1049, 1056]"
"[241, 286, 306, 348]","[829, 831, 832, 880, 936, 995, 1028, 1049]"
[286],"[424, 826, 829, 831, 835, 853, 898, 1023, 1028, 1049]"
"[208, 376]","[605, 1042]"
[314],"[994, 1045, 1060]"
"[208, 367]","[602, 1011, 1016, 1043, 1045, 1049, 1056]"
[261],"[936, 1023, 1049, 1056, 1159]"
[299],"[650, 662, 666, 834, 835, 1049]"
"[290, 313, 348, 367]","[675, 834, 1049, 1090, 1100, 1101]"
"[241, 306]","[826, 832, 834, 897, 1049]"
[328],"[632, 828, 1005, 1148]"
[224],"[475, 839, 882, 884, 909, 919, 1067, 1119]"
[334],"[815, 850, 882, 942, 1030, 1043, 1067, 1119]"
"[14, 314]","[535, 813, 934, 936]"
"[138, 254]","[815, 817, 819, 823, 831, 907, 915, 925, 995, 1045, 1067]"
[193],"[602, 934, 936, 987, 995, 1045, 1101]"
"[14, 106, 276, 376]","[817, 827, 828, 831, 832, 894, 936, 1028, 1045, 1072]"
"[193, 367]","[835, 908, 936]"
[286],"[424, 826, 829, 831, 835, 853, 898, 1023, 1028, 1049]"
"[188, 248]","[704, 864, 879, 1090]"
[248],"[704, 805, 862, 893]"
"[266, 376]","[832, 1001, 1045, 1049, 1056, 1067]"
"[276, 367]","[662, 666, 713, 835, 1012, 1030, 1049, 1056, 1067]"
[248],"[704, 958, 1090]"
[306],"[442, 831, 832, 840, 936, 1023, 1078, 1107]"
[208],"[791, 813, 942, 1030, 1048, 1049, 1173]"
[224],"[815, 816, 818, 882, 909, 983, 1031]"
[309],"[853, 864, 865, 961]"
[246],"[578, 816, 823, 827, 867, 882, 884, 915, 925, 994, 1049]"
[246],"[501, 540, 668, 791, 820, 834, 1000, 1049, 1090, 1153, 1163]"
"[210, 309]","[749, 771, 818, 906, 909, 915, 950, 961, 1031, 1153]"
"[210, 246]","[543, 815, 897, 906, 909, 915, 1031]"
"[328, 334]","[460, 500, 763, 857, 882, 903, 904, 909, 965, 1067]"
[193],"[686, 824, 873, 898]"
"[14, 106, 276, 376]","[686, 824, 873]"
[360],"[508, 864, 965, 1090]"
"[266, 376]","[832, 1001, 1045, 1049, 1056, 1067]"
"[110, 305]","[545, 817, 834, 967, 1031, 1045, 1100, 1101, 1132, 1148]"
[208],"[791, 813, 942, 1030, 1048, 1049, 1173]"
[309],"[853, 864, 865, 961]"
[273],"[908, 1045, 1101]"
[314],"[643, 655, 1056, 1060, 1067]"
[322],"[598, 880, 898, 994]"
[95],"[898, 994]"
"[286, 330]","[583, 584, 832, 867, 868, 875, 880, 882, 898, 994]"
[367],"[813, 1023, 1028, 1049, 1089]"
"[286, 306]",[1023]
[176],"[427, 652, 875, 880, 907, 945]"
[363],[973]
[86],"[524, 586, 815, 817, 834, 961, 987, 1045, 1056, 1067, 1081, 1159]"
[208],[994]
[165],"[640, 644, 994, 1001]"
[222],"[469, 771, 833, 998]"
"[165, 367, 389]","[867, 873, 897, 898, 1015, 1067, 1095]"
[372],"[834, 867, 880, 898, 1119, 1135, 1175]"
[314],"[474, 643, 652, 1060]"
"[286, 306]","[436, 831, 995]"
[367],"[436, 440, 831, 958, 1023]"
[369],"[805, 865, 1044]"
"[204, 241, 295, 306]","[529, 868, 964, 1119]"
[367],"[813, 1023, 1028, 1049, 1089]"
[369],"[831, 862, 893, 1044]"
[176],"[427, 652, 875, 880, 907, 945]"
"[193, 328]","[511, 783, 817, 820, 964, 1049, 1078, 1120]"
[357],"[964, 967, 1049, 1056]"
"[165, 259, 325]","[645, 897, 904, 907, 936, 965, 1030, 1045, 1056, 1066, 1067]"
"[126, 349]",[1106]
"[212, 290, 376]","[915, 1030, 1045, 1060, 1065, 1078]"
[222],"[469, 771, 833, 998]"
[363],"[831, 994, 1049]"
[322],"[890, 894, 1023, 1047]"
"[193, 367]",[909]
[208],"[815, 919, 936, 942, 979, 983, 1056]"
[367],"[436, 440, 831, 958, 1023]"
[389],[479]
[279],[965]
"[165, 389]","[897, 907, 1067]"
"[165, 259, 325]","[645, 897, 904, 907, 936, 965, 1030, 1045, 1056, 1066, 1067]"
[369],"[865, 953, 1044]"
[312],"[1002, 1089, 1174]"
[312],"[909, 1002, 1174]"
[312],"[456, 953, 1174]"
[325],[996]
[246],"[865, 898, 912, 978, 979, 1016, 1044, 1067]"
[138],"[418, 683, 817, 819, 827, 834, 915, 983, 988, 1087]"
[210],"[528, 661, 762, 905, 915, 1043, 1078, 1081, 1090, 1100, 1120]"
[211],"[1090, 1100]"
[375],"[491, 894, 907, 1067]"
"[83, 269]","[828, 994, 1023]"
"[267, 306]","[418, 637, 995, 1001, 1030, 1045, 1056, 1067]"
[267],"[550, 826, 832, 857, 880, 882, 973, 1028, 1163]"
[217],"[864, 865, 868, 1181]"
"[138, 196, 211, 348]","[427, 436, 816, 817, 819, 824, 907, 947, 953, 958, 979, 1030, 1033, 1039, 1044, 1049, 1095, 1098, 1101]"
[389],"[550, 629, 857, 862, 865, 868, 936, 1044, 1056]"
[138],"[418, 683, 817, 819, 827, 834, 915, 983, 988, 1087]"
[389],"[868, 936, 991, 1056, 1171]"
[211],"[1090, 1100]"
[375],"[873, 907, 987]"
"[83, 269]","[827, 873, 876, 907, 912, 987]"
"[267, 306]","[713, 824, 862, 907, 1044, 1095, 1147]"
[236],"[499, 599, 646]"
[314],"[548, 867, 994, 995, 1159]"
[236],"[599, 666, 777]"
[86],"[519, 599, 666, 1056]"
[86],"[599, 602, 815, 817, 867, 936, 961, 1049, 1056, 1159]"
[308],"[599, 662, 666, 1049, 1056, 1067, 1132]"
[208],"[599, 602, 936, 965, 1030, 1056, 1067, 1167]"
"[303, 349]","[599, 806, 819, 1049, 1056]"
[156],"[599, 602, 666, 839, 934, 936, 1045, 1049]"
[86],"[528, 599, 817, 819, 894, 1049, 1093, 1189]"
[236],"[599, 620, 817, 819, 1030, 1049, 1056, 1067, 1093]"
[86],"[528, 599, 666, 817, 936, 1056, 1067]"
[348],"[528, 599, 817, 819, 908, 925, 1093, 1101, 1165]"
[283],"[417, 599, 666, 936, 1016, 1049, 1056]"
[309],[964]
[293],"[536, 602, 936, 943, 994, 1045, 1060]"
[262],"[969, 974, 1049]"
[262],"[834, 936, 994, 995, 1065, 1159]"
[363],"[853, 862, 865]"
[193],"[598, 880, 927, 979, 1174]"
[245],[962]
[274],"[857, 865, 962]"
"[208, 376]","[1030, 1072]"
[195],"[656, 826]"
[271],[605]
[363],"[598, 828, 994, 995, 1023]"
[354],"[436, 826]"
"[196, 372]","[417, 418, 644, 646, 653, 662, 666, 936, 1039, 1056, 1067]"
[47],"[493, 826, 854, 1030]"
[369],[979]
[369],[979]
[241],"[994, 995, 1045, 1049, 1089]"
[286],"[587, 875, 898, 996, 1049]"
[236],"[455, 819, 827, 865, 986, 1049, 1095, 1153]"
[236],"[933, 1119]"
"[363, 372, 383]","[457, 605, 699, 864, 865, 868, 876, 886, 898, 947, 987, 1001, 1044, 1101, 1119, 1176]"
"[212, 217, 219, 254, 274, 314, 328, 348, 367]","[429, 456, 817, 819, 824, 827, 829, 832, 834, 836, 880, 894, 898, 907, 938, 987, 1005, 1028, 1049, 1090, 1095, 1100]"
[369],"[427, 428, 739, 805, 817, 865, 880, 907, 947, 953, 958, 979, 1023, 1033, 1045, 1056, 1090, 1095]"
[338],[984]
"[212, 217, 219, 254, 274, 314, 328, 348, 367]","[429, 456, 817, 819, 824, 827, 829, 832, 834, 836, 880, 894, 898, 907, 938, 987, 1005, 1028, 1049, 1090, 1095, 1100]"
[369],"[826, 828, 831, 832, 894, 936, 1049, 1056]"
[338],[984]
[383],"[824, 826, 827, 831, 897, 936, 945, 1028, 1045, 1049]"
"[211, 283]","[396, 771, 805, 893]"
"[211, 283]","[396, 771, 805, 893]"
"[162, 196, 372]","[418, 1048, 1093]"
[266],"[783, 832, 936, 1030, 1045, 1049, 1078]"
"[283, 328]","[813, 1018, 1045, 1049, 1056, 1067, 1078]"
"[293, 306, 348]","[817, 823, 915, 936, 994, 995, 1011, 1049]"
"[293, 306, 348]","[817, 823, 915, 936, 994, 995, 1011, 1049]"
[389],"[820, 847, 865, 944, 961, 964, 1120]"
"[245, 308]","[537, 1049, 1120, 1165]"
[34],"[537, 1049, 1120, 1165]"
"[248, 371]","[591, 864, 906, 1049, 1120, 1151, 1165]"
[266],"[537, 805, 1049, 1120, 1165]"
[236],"[683, 1090, 1100]"
[253],[928]
[348],"[682, 893, 907, 987, 1090, 1120, 1165]"
[274],"[862, 893, 953]"
[348],"[682, 893, 907, 987, 1090, 1120, 1165]"
[175],"[856, 928, 1165]"
[175],"[864, 865, 928, 1089, 1181]"
"[217, 348]","[395, 987, 1090, 1120]"
[348],"[395, 907, 1090, 1095, 1120]"
"[217, 348]","[395, 864, 907, 987, 1090, 1120]"
"[193, 308]","[436, 853, 928, 938, 953, 1120, 1174]"
[389],"[436, 853, 865, 954, 958, 1044]"
[17],"[857, 966, 1089, 1090]"
[17],"[857, 966, 1089, 1090]"
[158],"[938, 965]"
"[17, 217, 345]","[395, 682, 817, 819, 857, 907, 987, 1095, 1100, 1120, 1165]"
[349],"[938, 1049, 1120, 1165]"
[14],"[938, 1049, 1120]"
[262],"[972, 1089, 1177]"
[227],[1186]
"[348, 389]","[528, 666, 777, 805, 820, 840, 865, 894, 936, 961, 1032, 1049, 1120, 1153, 1171]"
[266],"[537, 958, 1049, 1120, 1165]"
[227],"[1003, 1119]"
[253],"[858, 912, 1120, 1174]"
[266],"[537, 958, 1049, 1120, 1165]"
[253],"[858, 1120, 1174]"
[389],"[986, 994]"
[325],"[704, 746, 759, 1090, 1120, 1125, 1151, 1181]"
[389],[864]
[341],[972]
[341],[972]
[262],"[853, 856, 862, 865, 898, 912, 913, 928, 1044]"
[305],[1191]
[262],"[853, 856, 862, 865, 898, 912, 913, 928, 1044]"
[262],"[929, 1191]"
[306],"[463, 819, 823, 832, 867, 880, 897]"
[306],"[463, 819, 823, 832, 867, 880, 897]"
[246],"[521, 867, 894, 936, 1045, 1189]"
[246],"[521, 548, 867, 880, 894, 1031, 1067, 1119, 1189]"
[306],"[867, 898, 1056, 1119]"
[222],"[528, 548, 836, 867, 894]"
[222],"[548, 867, 894, 995, 1189]"
[306],"[455, 586, 867, 880]"
[80],"[548, 598, 620, 819, 867, 880, 936, 1056, 1067]"
[14],"[548, 867, 880, 882, 914]"
[176],"[867, 888, 1031, 1045, 1067]"
[222],"[832, 867, 880, 1135]"
"[241, 286]","[598, 826, 832, 867, 880, 882, 898, 1016, 1174]"
"[241, 286]","[598, 826, 832, 867, 880, 882, 898, 1016, 1174]"
[246],"[530, 817, 867, 882, 1135]"
"[363, 369]","[550, 862, 867, 880, 919, 928, 969, 971, 973, 974, 1174]"
[286],"[832, 867, 880, 882, 1174]"
[236],"[586, 834, 867, 936, 994, 1045]"
[246],[867]
[343],"[530, 839, 867, 1023, 1049, 1119]"
[246],"[521, 586, 867, 925, 937, 1189]"
[306],"[666, 817, 867, 936, 1049, 1056, 1193]"
[80],[867]
[222],"[867, 1049, 1189, 1193]"
[246],"[463, 602, 828, 867, 880, 894, 925, 937, 1023, 1045, 1056, 1119, 1189]"
[367],"[442, 587, 867, 1023]"
[222],"[815, 831, 846, 867, 936, 987, 994, 1023, 1049, 1119]"
[222],"[521, 867, 936, 1113, 1159]"
[222],"[521, 586, 867, 936, 1113, 1159, 1189]"
[193],"[500, 521, 548, 867, 925, 935, 1189]"
[246],"[867, 1023]"
"[222, 246]","[463, 548, 867]"
[246],"[867, 1023]"
"[222, 246]","[463, 548, 867]"
[246],"[521, 548, 867, 880, 894, 915, 936, 1031, 1035, 1056, 1158, 1167]"
[222],"[867, 1023, 1089]"
[306],"[831, 867, 936, 1023, 1045, 1089]"
[80],"[867, 936]"
[266],"[867, 880, 882, 1119, 1135]"
[236],"[599, 602, 834, 867, 868, 936, 942, 994, 1045]"
[283],"[548, 867, 1119]"
[363],"[867, 894, 936, 1067, 1119]"
[236],"[521, 867, 880, 894, 1049, 1119]"
"[274, 367]","[867, 909, 1097, 1173]"
[363],"[839, 867, 880, 936, 1031, 1049, 1119]"
[276],"[831, 836, 867, 936, 987, 994, 1049, 1119]"
[323],[867]
[363],"[586, 867, 880, 920, 1067]"
[269],"[834, 867, 894, 908, 1031, 1045]"
[246],"[528, 816, 867, 868, 894, 936, 1049, 1119]"
[367],"[521, 867, 936, 1031, 1113]"
[306],"[587, 598, 828, 831, 867, 1023, 1045, 1056]"
"[14, 193, 246]","[521, 548, 867, 880, 936, 937]"
[262],"[683, 817, 836, 867, 868, 894, 936, 1049, 1056]"
[80],"[463, 521, 574, 834, 867, 936, 937, 1049]"
[2],"[836, 867, 894, 936, 1045, 1049, 1056]"
[274],"[777, 815, 867, 894, 1031, 1049, 1056, 1119, 1167]"
[80],"[463, 521, 867, 880]"
[314],"[548, 867, 994, 995, 1159]"
[246],"[445, 463, 511, 616, 819, 832, 867, 894, 907, 930, 934, 935, 936, 937, 1023, 1045, 1049]"
[80],"[666, 867]"
[88],"[493, 853, 854, 856, 862, 865, 912, 913, 953, 954, 958, 987, 1044, 1182]"
"[308, 328]","[671, 783, 805, 857, 862, 864, 912, 913, 1031, 1049, 1119]"
[363],"[936, 1030, 1039, 1056]"
[193],"[867, 1023]"
"[222, 306]","[827, 828, 829, 832, 867, 1023, 1049]"
[210],"[739, 1030, 1056, 1066, 1067]"
[323],"[828, 834, 836, 867, 942, 986, 995, 1032, 1045, 1049, 1056, 1067, 1119]"
[246],"[521, 867]"
"[94, 159]","[828, 867, 894, 1119, 1159]"
[348],"[815, 816, 819, 834, 836, 867, 894, 907, 936, 1049, 1056]"
[330],"[852, 867, 1049, 1119]"
[276],"[831, 836, 867, 936, 987, 994, 1049, 1119]"
[269],"[834, 867, 894, 908, 1031, 1045]"
"[14, 164]","[828, 832, 867, 880, 882, 894, 898, 971, 1067, 1108, 1113, 1135]"
[312],[867]
[363],"[550, 613, 867, 884]"
[295],[867]
[306],"[835, 867]"
[367],"[880, 898, 914, 1049]"
[363],"[629, 662, 897, 907, 1031, 1067]"
"[246, 274]","[629, 662, 783, 907, 937, 964, 1031, 1067, 1148]"
[193],"[867, 1023]"
[211],"[599, 1056]"
[208],"[599, 936, 1056]"
[348],"[599, 602, 620, 645, 1023, 1030, 1049, 1056]"
[308],"[599, 936, 1039, 1049, 1056, 1067, 1165]"
[262],"[817, 925, 964, 967, 1132, 1138, 1159, 1171]"
"[14, 164]","[828, 832, 867, 880, 882, 894, 898, 971, 1067, 1108, 1113, 1135]"
[248],"[820, 965]"
[294],[1129]
"[231, 294]","[600, 857, 901, 987, 995, 1030, 1043, 1067, 1081, 1130]"
[312],[682]
[264],"[418, 504, 541, 542, 602, 633, 646, 799]"
[338],"[936, 964, 1045, 1049, 1056, 1183]"
"[286, 348]","[893, 907, 938]"
[86],"[828, 831, 880, 919, 994, 1031, 1045, 1056, 1067]"
"[27, 236, 308]","[817, 857, 964]"
